date,sender,transaction_amount,balance,transaction_type
2016-04-28,Bob,392.54,0.0,deposit
2016-04-28,Bob,399.57,0.0,withdrawal
2016-04-28,Charlie,396.5,0.0,withdrawal
2016-04-28,Alice,421.23,0.0,withdrawal
2016-04-28,David,69.11,0.0,withdrawal
2016-04-28,Eve,191.9,0.0,deposit
2016-04-29,Alice,57.78,0.0,withdrawal
2016-04-29,Alice,86.25,0.0,withdrawal
2016-04-29,Bob,40.13,0.0,deposit
2016-04-29,Alice,217.45,0.0,withdrawal
2016-04-29,Bob,403.84,0.0,deposit
2016-04-29,Eve,84.66,0.0,deposit
2016-04-29,Alice,156.9,0.0,deposit
2016-04-29,Eve,1.81,0.0,deposit
2016-04-29,Bob,32.25,0.0,deposit
2016-04-29,Charlie,223.36,0.0,deposit
2016-04-29,Bob,338.01,0.0,deposit
2016-04-29,Eve,55.28,0.0,deposit
2016-04-30,Bob,109.18,0.0,withdrawal
2016-04-30,Alice,78.15,0.0,deposit
2016-04-30,Alice,269.6,0.0,withdrawal
2016-04-30,Bob,211.31,0.0,deposit
2016-04-30,Charlie,173.98,0.0,withdrawal
2016-04-30,Eve,173.15,0.0,withdrawal
2016-04-30,Bob,139.72,0.0,deposit
2016-04-30,Bob,388.44,0.0,withdrawal
2016-05-01,Alice,225.7,0.0,withdrawal
2016-05-01,Eve,703.36,0.0,withdrawal
2016-05-01,Alice,436.13,0.0,withdrawal
2016-05-01,Charlie,335.29,0.0,withdrawal
2016-05-01,Charlie,16.48,0.0,withdrawal
2016-05-01,Alice,97.27,0.0,deposit
2016-05-01,Eve,3.69,0.0,withdrawal
2016-05-01,Alice,47.08,0.0,deposit
2016-05-02,Alice,760.28,0.0,withdrawal
2016-05-02,Bob,90.91,0.0,deposit
2016-05-02,Eve,132.48,0.0,deposit
2016-05-02,Eve,93.24,0.0,deposit
2016-05-02,Bob,666.55,0.0,withdrawal
2016-05-02,David,103.07,0.0,deposit
2016-05-02,Charlie,24.83,0.0,deposit
2016-05-03,Alice,284.41,0.0,deposit
2016-05-03,Charlie,184.76,0.0,withdrawal
2016-05-03,Eve,192.51,0.0,withdrawal
2016-05-03,Eve,57.67,0.0,deposit
2016-05-03,David,110.61,0.0,withdrawal
2016-05-04,Eve,208.75,0.0,withdrawal
2016-05-04,Charlie,135.27,0.0,withdrawal
2016-05-04,David,6.13,0.0,withdrawal
2016-05-04,Alice,237.51,0.0,deposit
2016-05-04,Charlie,17.87,0.0,deposit
2016-05-04,Charlie,126.53,0.0,deposit
2016-05-04,Eve,453.44,0.0,withdrawal
2016-05-05,Charlie,19.86,0.0,deposit
2016-05-05,Charlie,24.17,0.0,deposit
2016-05-05,David,385.2,0.0,withdrawal
2016-05-05,Eve,13.44,0.0,withdrawal
2016-05-05,Alice,262.7,0.0,withdrawal
2016-05-05,Alice,202.04,0.0,withdrawal
2016-05-05,Charlie,71.45,0.0,deposit
2016-05-05,Alice,330.01,0.0,withdrawal
2016-05-05,Bob,44.37,0.0,withdrawal
2016-05-05,Bob,181.7,0.0,deposit
2016-05-05,David,172.2,0.0,deposit
2016-05-06,Charlie,122.09,0.0,withdrawal
2016-05-06,Alice,93.1,0.0,withdrawal
2016-05-07,Charlie,135.58,0.0,withdrawal
2016-05-07,Charlie,105.81,0.0,withdrawal
2016-05-07,Charlie,123.74,0.0,withdrawal
2016-05-07,Alice,89.34,0.0,deposit
2016-05-07,Eve,304.55,0.0,withdrawal
2016-05-07,Charlie,326.78,0.0,deposit
2016-05-07,Charlie,25.86,0.0,deposit
2016-05-07,Bob,353.3,0.0,withdrawal
2016-05-07,Bob,115.68,0.0,withdrawal
2016-05-07,Alice,36.3,0.0,withdrawal
2016-05-07,Eve,11.23,0.0,deposit
2016-05-07,Eve,22.08,0.0,deposit
2016-05-08,Alice,337.49,0.0,deposit
2016-05-08,Bob,216.7,0.0,deposit
2016-05-08,David,206.17,0.0,withdrawal
2016-05-08,David,111.37,0.0,withdrawal
2016-05-08,Alice,318.66,0.0,deposit
2016-05-08,Eve,73.72,0.0,withdrawal
2016-05-08,Charlie,34.6,0.0,withdrawal
2016-05-08,Eve,113.54,0.0,deposit
2016-05-08,Eve,1.87,0.0,withdrawal
2016-05-08,Eve,23.8,0.0,deposit
2016-05-09,Bob,10.54,0.0,withdrawal
2016-05-09,David,7.31,0.0,deposit
2016-05-09,Eve,182.13,0.0,deposit
2016-05-09,Bob,87.13,0.0,deposit
2016-05-10,Bob,24.04,0.0,deposit
2016-05-10,Charlie,824.94,0.0,withdrawal
2016-05-10,Eve,308.33,0.0,deposit
2016-05-10,Charlie,103.8,0.0,deposit
2016-05-11,Eve,170.55,0.0,deposit
2016-05-11,Alice,279.16,0.0,withdrawal
2016-05-11,David,106.94,0.0,withdrawal
2016-05-11,Bob,433.63,0.0,deposit
2016-05-11,Charlie,47.05,0.0,deposit
2016-05-11,Eve,89.39,0.0,withdrawal
2016-05-11,Charlie,144.47,0.0,withdrawal
2016-05-11,Alice,125.55,0.0,withdrawal
2016-05-11,Charlie,86.02,0.0,deposit
2016-05-11,David,267.41,0.0,withdrawal
2016-05-12,Eve,280.56,0.0,withdrawal
2016-05-12,Alice,77.4,0.0,deposit
2016-05-12,Eve,278.87,0.0,deposit
2016-05-12,Bob,312.1,0.0,deposit
2016-05-12,Charlie,22.03,0.0,deposit
2016-05-12,Bob,19.18,0.0,deposit
2016-05-12,Bob,846.66,0.0,deposit
2016-05-12,Bob,25.1,0.0,deposit
2016-05-12,Alice,230.94,0.0,withdrawal
2016-05-13,Eve,268.34,0.0,withdrawal
2016-05-13,David,4.52,0.0,withdrawal
2016-05-13,Alice,409.01,0.0,deposit
2016-05-13,Bob,170.1,0.0,withdrawal
2016-05-13,David,358.1,0.0,withdrawal
2016-05-13,Alice,13.12,0.0,withdrawal
2016-05-13,David,64.23,0.0,deposit
2016-05-13,Bob,108.78,0.0,deposit
2016-05-13,Alice,274.49,0.0,withdrawal
2016-05-13,David,275.52,0.0,deposit
2016-05-13,Alice,218.92,0.0,withdrawal
2016-05-14,Eve,474.44,0.0,withdrawal
2016-05-14,Eve,7.41,0.0,withdrawal
2016-05-14,Charlie,36.82,0.0,withdrawal
2016-05-14,Alice,433.43,0.0,withdrawal
2016-05-14,Alice,169.84,0.0,withdrawal
2016-05-14,David,64.16,0.0,deposit
2016-05-14,Alice,67.4,0.0,withdrawal
2016-05-14,Alice,37.12,0.0,deposit
2016-05-15,Bob,138.68,0.0,deposit
2016-05-15,Charlie,45.55,0.0,deposit
2016-05-15,Charlie,398.15,0.0,deposit
2016-05-15,David,124.17,0.0,deposit
2016-05-15,Bob,130.19,0.0,deposit
2016-05-15,David,197.49,0.0,withdrawal
2016-05-16,David,137.98,0.0,deposit
2016-05-16,Bob,680.48,0.0,withdrawal
2016-05-16,Bob,11.45,0.0,deposit
2016-05-16,Charlie,27.23,0.0,deposit
2016-05-17,Charlie,371.07,0.0,withdrawal
2016-05-17,Charlie,440.3,0.0,withdrawal
2016-05-17,Alice,29.5,0.0,withdrawal
2016-05-17,David,637.01,0.0,deposit
2016-05-17,Alice,261.86,0.0,deposit
2016-05-17,Charlie,78.81,0.0,withdrawal
2016-05-17,David,399.71,0.0,withdrawal
2016-05-17,David,275.12,0.0,withdrawal
2016-05-17,Eve,266.75,0.0,withdrawal
2016-05-18,Charlie,120.95,0.0,withdrawal
2016-05-18,Alice,65.58,0.0,withdrawal
2016-05-18,Bob,184.49,0.0,deposit
2016-05-18,Eve,301.57,0.0,deposit
2016-05-18,David,34.26,0.0,withdrawal
2016-05-18,Eve,116.55,0.0,withdrawal
2016-05-18,Eve,411.68,0.0,withdrawal
2016-05-18,Bob,1529.36,0.0,withdrawal
2016-05-18,Charlie,29.44,0.0,deposit
2016-05-18,Eve,593.35,0.0,withdrawal
2016-05-18,Eve,322.74,0.0,deposit
2016-05-18,Bob,265.32,0.0,withdrawal
2016-05-19,Eve,171.39,0.0,withdrawal
2016-05-19,Alice,252.27,0.0,deposit
2016-05-19,Charlie,8.7,0.0,withdrawal
2016-05-19,Charlie,6.98,0.0,deposit
2016-05-19,Bob,534.69,0.0,withdrawal
2016-05-19,David,157.66,0.0,deposit
2016-05-19,David,26.49,0.0,deposit
2016-05-19,Eve,9.42,0.0,deposit
2016-05-19,Charlie,617.13,0.0,deposit
2016-05-19,Alice,104.44,0.0,withdrawal
2016-05-19,Alice,325.75,0.0,withdrawal
2016-05-20,Charlie,188.69,0.0,deposit
2016-05-20,David,378.16,0.0,withdrawal
2016-05-20,David,134.02,0.0,deposit
2016-05-20,David,327.14,0.0,deposit
2016-05-20,David,215.22,0.0,withdrawal
2016-05-20,Eve,339.84,0.0,withdrawal
2016-05-20,Bob,241.25,0.0,withdrawal
2016-05-20,Alice,118.73,0.0,deposit
2016-05-20,Charlie,135.43,0.0,withdrawal
2016-05-20,Bob,173.55,0.0,withdrawal
2016-05-20,Eve,1105.12,0.0,deposit
2016-05-20,David,122.63,0.0,withdrawal
2016-05-21,Bob,45.37,0.0,deposit
2016-05-21,David,12.61,0.0,deposit
2016-05-21,Eve,361.75,0.0,deposit
2016-05-21,David,8.64,0.0,withdrawal
2016-05-21,Alice,48.03,0.0,withdrawal
2016-05-21,Eve,149.39,0.0,withdrawal
2016-05-21,Charlie,386.8,0.0,deposit
2016-05-22,Charlie,28.86,0.0,deposit
2016-05-22,Alice,150.04,0.0,withdrawal
2016-05-22,Bob,261.82,0.0,deposit
2016-05-22,David,680.79,0.0,deposit
2016-05-22,David,454.18,0.0,withdrawal
2016-05-22,Bob,197.8,0.0,deposit
2016-05-23,Bob,257.34,0.0,withdrawal
2016-05-23,Eve,112.0,0.0,withdrawal
2016-05-23,Eve,345.58,0.0,withdrawal
2016-05-23,Charlie,66.72,0.0,deposit
2016-05-23,Alice,172.68,0.0,deposit
2016-05-23,Alice,820.09,0.0,withdrawal
2016-05-23,David,38.33,0.0,withdrawal
2016-05-23,Alice,21.4,0.0,deposit
2016-05-23,David,317.53,0.0,deposit
2016-05-23,Bob,5.05,0.0,withdrawal
2016-05-23,Charlie,206.15,0.0,withdrawal
2016-05-23,Bob,81.82,0.0,deposit
2016-05-24,Bob,183.09,0.0,deposit
2016-05-24,Charlie,39.11,0.0,withdrawal
2016-05-24,Charlie,25.15,0.0,deposit
2016-05-24,David,273.47,0.0,deposit
2016-05-24,Alice,53.6,0.0,deposit
2016-05-24,Eve,3.44,0.0,deposit
2016-05-24,Bob,80.11,0.0,deposit
2016-05-24,Bob,25.62,0.0,withdrawal
2016-05-24,Charlie,132.04,0.0,withdrawal
2016-05-25,Charlie,509.35,0.0,deposit
2016-05-25,Bob,97.53,0.0,deposit
2016-05-25,Charlie,150.24,0.0,withdrawal
2016-05-25,Alice,134.09,0.0,withdrawal
2016-05-25,Bob,307.79,0.0,withdrawal
2016-05-25,Eve,1029.67,0.0,withdrawal
2016-05-25,Alice,266.12,0.0,deposit
2016-05-25,Charlie,48.29,0.0,deposit
2016-05-25,Eve,238.2,0.0,withdrawal
2016-05-25,Alice,191.3,0.0,withdrawal
2016-05-26,David,329.86,0.0,deposit
2016-05-26,Eve,211.56,0.0,deposit
2016-05-26,David,47.17,0.0,deposit
2016-05-26,Alice,55.14,0.0,withdrawal
2016-05-27,Charlie,287.44,0.0,withdrawal
2016-05-27,Bob,186.49,0.0,deposit
2016-05-27,Charlie,554.65,0.0,withdrawal
2016-05-27,Bob,262.64,0.0,withdrawal
2016-05-27,Bob,156.14,0.0,deposit
2016-05-27,Eve,338.79,0.0,deposit
2016-05-27,David,68.63,0.0,withdrawal
2016-05-27,David,61.17,0.0,withdrawal
2016-05-27,Alice,711.26,0.0,withdrawal
2016-05-28,Alice,153.17,0.0,withdrawal
2016-05-28,Alice,177.2,0.0,deposit
2016-05-28,Charlie,598.43,0.0,deposit
2016-05-28,Eve,424.91,0.0,deposit
2016-05-28,Charlie,48.25,0.0,withdrawal
2016-05-29,Eve,45.41,0.0,deposit
2016-05-29,Alice,118.76,0.0,withdrawal
2016-05-29,Eve,125.15,0.0,deposit
2016-05-29,Alice,55.05,0.0,deposit
2016-05-29,David,619.69,0.0,deposit
2016-05-30,Charlie,95.98,0.0,deposit
2016-05-30,Alice,184.67,0.0,withdrawal
2016-05-30,Alice,54.94,0.0,deposit
2016-05-30,Charlie,152.42,0.0,withdrawal
2016-05-30,Bob,155.73,0.0,deposit
2016-05-30,David,182.55,0.0,deposit
2016-05-30,David,148.84,0.0,withdrawal
2016-05-30,Eve,135.74,0.0,deposit
2016-05-30,Eve,435.99,0.0,deposit
2016-05-31,Bob,208.13,0.0,withdrawal
2016-05-31,Charlie,71.55,0.0,withdrawal
2016-05-31,Bob,251.57,0.0,deposit
2016-05-31,Eve,192.94,0.0,deposit
2016-05-31,Eve,128.67,0.0,withdrawal
2016-06-01,Eve,260.11,0.0,deposit
2016-06-01,Eve,369.12,0.0,deposit
2016-06-01,Alice,6.47,0.0,withdrawal
2016-06-01,Eve,17.7,0.0,deposit
2016-06-01,Charlie,8.07,0.0,withdrawal
2016-06-01,Eve,392.2,0.0,withdrawal
2016-06-01,David,197.22,0.0,deposit
2016-06-01,David,20.33,0.0,withdrawal
2016-06-01,David,37.52,0.0,withdrawal
2016-06-02,David,311.91,0.0,withdrawal
2016-06-02,Eve,85.38,0.0,deposit
2016-06-02,Charlie,15.79,0.0,withdrawal
2016-06-02,David,120.34,0.0,deposit
2016-06-02,Charlie,21.49,0.0,withdrawal
2016-06-02,David,29.08,0.0,deposit
2016-06-02,David,498.07,0.0,withdrawal
2016-06-02,Eve,45.2,0.0,deposit
2016-06-02,David,93.73,0.0,withdrawal
2016-06-03,Charlie,9.59,0.0,withdrawal
2016-06-03,Eve,3.46,0.0,deposit
2016-06-03,Eve,263.73,0.0,deposit
2016-06-03,David,303.6,0.0,withdrawal
2016-06-03,Eve,136.89,0.0,deposit
2016-06-03,Charlie,76.51,0.0,withdrawal
2016-06-03,Bob,53.96,0.0,withdrawal
2016-06-03,Eve,24.89,0.0,deposit
2016-06-04,David,221.74,0.0,withdrawal
2016-06-04,David,102.69,0.0,deposit
2016-06-04,Bob,21.02,0.0,withdrawal
2016-06-04,Eve,55.14,0.0,withdrawal
2016-06-04,Charlie,121.75,0.0,withdrawal
2016-06-04,Charlie,135.1,0.0,deposit
2016-06-04,Charlie,132.42,0.0,withdrawal
2016-06-04,Eve,301.25,0.0,deposit
2016-06-05,Eve,228.89,0.0,deposit
2016-06-05,Alice,44.05,0.0,deposit
2016-06-05,Bob,52.51,0.0,deposit
2016-06-05,Charlie,1306.64,0.0,deposit
2016-06-05,Charlie,439.05,0.0,deposit
2016-06-05,David,238.9,0.0,withdrawal
2016-06-05,Eve,75.89,0.0,deposit
2016-06-05,Bob,153.88,0.0,deposit
2016-06-06,Bob,210.01,0.0,deposit
2016-06-06,Bob,38.38,0.0,withdrawal
2016-06-06,Charlie,387.7,0.0,withdrawal
2016-06-06,Bob,331.67,0.0,deposit
2016-06-06,Charlie,188.49,0.0,withdrawal
2016-06-06,Eve,14.08,0.0,deposit
2016-06-06,Bob,81.28,0.0,deposit
2016-06-06,David,27.08,0.0,deposit
2016-06-06,Alice,389.68,0.0,deposit
2016-06-07,Bob,628.11,0.0,withdrawal
2016-06-07,Eve,305.8,0.0,deposit
2016-06-07,David,0.68,0.0,deposit
2016-06-07,Bob,427.93,0.0,deposit
2016-06-07,Eve,244.69,0.0,deposit
2016-06-07,Alice,26.04,0.0,deposit
2016-06-07,David,75.32,0.0,deposit
2016-06-07,Eve,25.0,0.0,withdrawal
2016-06-08,Bob,236.79,0.0,withdrawal
2016-06-08,Alice,176.97,0.0,withdrawal
2016-06-08,Alice,1712.62,0.0,withdrawal
2016-06-08,Eve,380.94,0.0,withdrawal
2016-06-08,David,0.71,0.0,withdrawal
2016-06-08,Eve,124.92,0.0,withdrawal
2016-06-08,Alice,261.73,0.0,withdrawal
2016-06-09,Bob,185.09,0.0,deposit
2016-06-09,David,333.04,0.0,deposit
2016-06-09,Alice,434.28,0.0,deposit
2016-06-09,Bob,290.99,0.0,deposit
2016-06-09,David,40.17,0.0,deposit
2016-06-09,Charlie,93.21,0.0,deposit
2016-06-10,Charlie,250.45,0.0,deposit
2016-06-10,David,42.79,0.0,withdrawal
2016-06-10,Bob,321.1,0.0,deposit
2016-06-10,Alice,823.42,0.0,deposit
2016-06-10,Charlie,152.99,0.0,withdrawal
2016-06-10,Eve,198.2,0.0,deposit
2016-06-10,Alice,38.35,0.0,deposit
2016-06-10,David,86.9,0.0,deposit
2016-06-10,Bob,346.52,0.0,deposit
2016-06-10,Bob,306.87,0.0,withdrawal
2016-06-10,David,93.26,0.0,deposit
2016-06-11,Alice,209.3,0.0,withdrawal
2016-06-11,David,364.8,0.0,deposit
2016-06-11,Alice,263.85,0.0,withdrawal
2016-06-11,Eve,159.06,0.0,deposit
2016-06-11,Eve,132.04,0.0,deposit
2016-06-11,Charlie,674.54,0.0,withdrawal
2016-06-11,Alice,25.56,0.0,deposit
2016-06-11,Eve,33.04,0.0,withdrawal
2016-06-11,Charlie,48.9,0.0,withdrawal
2016-06-11,Eve,474.24,0.0,deposit
2016-06-12,Charlie,313.22,0.0,deposit
2016-06-12,Bob,131.95,0.0,withdrawal
2016-06-12,Charlie,736.13,0.0,withdrawal
2016-06-12,Alice,197.97,0.0,withdrawal
2016-06-13,Bob,880.24,0.0,deposit
2016-06-13,David,223.93,0.0,withdrawal
2016-06-13,Eve,388.17,0.0,deposit
2016-06-13,Bob,482.85,0.0,deposit
2016-06-13,David,200.74,0.0,deposit
2016-06-13,Charlie,14.68,0.0,deposit
2016-06-13,Charlie,30.41,0.0,withdrawal
2016-06-13,Eve,848.61,0.0,deposit
2016-06-14,Eve,18.17,0.0,deposit
2016-06-14,Eve,334.09,0.0,deposit
2016-06-14,Alice,93.1,0.0,deposit
2016-06-14,Charlie,1137.98,0.0,deposit
2016-06-14,Alice,187.74,0.0,withdrawal
2016-06-14,Charlie,729.91,0.0,withdrawal
2016-06-15,Charlie,65.67,0.0,deposit
2016-06-15,Bob,541.88,0.0,deposit
2016-06-15,Alice,114.49,0.0,deposit
2016-06-15,David,67.32,0.0,deposit
2016-06-15,Eve,274.88,0.0,deposit
2016-06-15,Bob,285.75,0.0,deposit
2016-06-15,Bob,3.92,0.0,withdrawal
2016-06-15,Eve,85.62,0.0,withdrawal
2016-06-15,Eve,26.02,0.0,deposit
2016-06-15,Alice,242.48,0.0,deposit
2016-06-15,Charlie,401.88,0.0,deposit
2016-06-15,Eve,446.62,0.0,deposit
2016-06-16,Eve,40.62,0.0,withdrawal
2016-06-16,Bob,258.8,0.0,withdrawal
2016-06-16,Eve,90.34,0.0,withdrawal
2016-06-16,Alice,83.75,0.0,deposit
2016-06-16,Eve,435.36,0.0,deposit
2016-06-16,Charlie,993.44,0.0,deposit
2016-06-16,Charlie,245.45,0.0,withdrawal
2016-06-16,Charlie,131.81,0.0,withdrawal
2016-06-16,Bob,35.57,0.0,withdrawal
2016-06-17,Bob,102.62,0.0,deposit
2016-06-17,Bob,230.16,0.0,withdrawal
2016-06-17,David,27.12,0.0,deposit
2016-06-17,Eve,116.37,0.0,deposit
2016-06-17,Bob,45.23,0.0,deposit
2016-06-17,David,25.86,0.0,deposit
2016-06-17,Charlie,480.75,0.0,deposit
2016-06-17,David,250.11,0.0,deposit
2016-06-17,Charlie,201.6,0.0,deposit
2016-06-18,Charlie,138.46,0.0,withdrawal
2016-06-18,Eve,75.71,0.0,withdrawal
2016-06-18,Alice,170.55,0.0,deposit
2016-06-18,Bob,65.63,0.0,deposit
2016-06-18,Charlie,180.86,0.0,withdrawal
2016-06-18,Charlie,236.82,0.0,withdrawal
2016-06-18,Eve,148.28,0.0,withdrawal
2016-06-18,Charlie,167.52,0.0,withdrawal
2016-06-18,Charlie,451.86,0.0,withdrawal
2016-06-19,Charlie,8.26,0.0,deposit
2016-06-19,David,111.35,0.0,withdrawal
2016-06-19,Eve,63.09,0.0,deposit
2016-06-19,Eve,398.98,0.0,deposit
2016-06-19,Charlie,88.57,0.0,deposit
2016-06-19,Alice,42.69,0.0,withdrawal
2016-06-19,David,150.86,0.0,deposit
2016-06-19,Alice,333.16,0.0,withdrawal
2016-06-20,Eve,99.84,0.0,withdrawal
2016-06-20,Bob,91.9,0.0,deposit
2016-06-20,Eve,267.56,0.0,withdrawal
2016-06-20,Charlie,12.84,0.0,withdrawal
2016-06-20,Alice,266.06,0.0,withdrawal
2016-06-20,Eve,78.94,0.0,withdrawal
2016-06-20,Eve,375.24,0.0,withdrawal
2016-06-20,Charlie,87.41,0.0,withdrawal
2016-06-20,Bob,24.49,0.0,deposit
2016-06-21,Eve,170.73,0.0,deposit
2016-06-21,Bob,866.57,0.0,deposit
2016-06-21,Alice,37.63,0.0,withdrawal
2016-06-21,Charlie,71.29,0.0,withdrawal
2016-06-21,Bob,209.23,0.0,withdrawal
2016-06-21,Bob,241.44,0.0,withdrawal
2016-06-21,Eve,244.93,0.0,withdrawal
2016-06-22,Charlie,108.11,0.0,deposit
2016-06-22,Eve,48.52,0.0,withdrawal
2016-06-22,Charlie,22.04,0.0,withdrawal
2016-06-22,Alice,1.79,0.0,withdrawal
2016-06-22,Alice,32.06,0.0,withdrawal
2016-06-22,Charlie,177.48,0.0,deposit
2016-06-22,Bob,180.97,0.0,deposit
2016-06-22,Alice,359.91,0.0,deposit
2016-06-23,David,620.31,0.0,withdrawal
2016-06-23,Bob,39.36,0.0,deposit
2016-06-23,Charlie,144.81,0.0,withdrawal
2016-06-23,Charlie,58.37,0.0,withdrawal
2016-06-23,Alice,51.6,0.0,deposit
2016-06-23,David,413.54,0.0,deposit
2016-06-23,David,137.47,0.0,deposit
2016-06-23,David,214.11,0.0,withdrawal
2016-06-23,Bob,76.98,0.0,deposit
2016-06-23,Alice,183.1,0.0,withdrawal
2016-06-24,David,126.23,0.0,deposit
2016-06-24,Alice,210.66,0.0,withdrawal
2016-06-24,David,413.4,0.0,withdrawal
2016-06-24,Eve,77.77,0.0,deposit
2016-06-24,Charlie,311.2,0.0,deposit
2016-06-24,David,311.02,0.0,deposit
2016-06-25,Eve,111.67,0.0,withdrawal
2016-06-25,Charlie,379.68,0.0,deposit
2016-06-25,Charlie,220.92,0.0,deposit
2016-06-25,Bob,35.42,0.0,withdrawal
2016-06-25,Alice,516.0,0.0,withdrawal
2016-06-25,Bob,64.26,0.0,withdrawal
2016-06-25,Bob,658.51,0.0,deposit
2016-06-25,Eve,42.01,0.0,withdrawal
2016-06-25,David,347.47,0.0,withdrawal
2016-06-25,Eve,299.95,0.0,deposit
2016-06-26,Charlie,66.36,0.0,deposit
2016-06-26,David,98.53,0.0,withdrawal
2016-06-26,Eve,75.2,0.0,withdrawal
2016-06-26,Eve,66.5,0.0,deposit
2016-06-26,Bob,142.79,0.0,deposit
2016-06-26,Eve,158.26,0.0,withdrawal
2016-06-27,Alice,433.48,0.0,deposit
2016-06-27,Eve,440.6,0.0,deposit
2016-06-27,Eve,108.95,0.0,withdrawal
2016-06-27,Eve,15.99,0.0,deposit
2016-06-27,Bob,223.74,0.0,withdrawal
2016-06-28,Bob,254.66,0.0,deposit
2016-06-28,Alice,384.53,0.0,withdrawal
2016-06-28,David,511.53,0.0,withdrawal
2016-06-28,Bob,172.23,0.0,deposit
2016-06-28,Eve,714.44,0.0,withdrawal
2016-06-28,Eve,622.0,0.0,deposit
2016-06-28,Alice,23.28,0.0,withdrawal
2016-06-28,Alice,147.95,0.0,withdrawal
2016-06-28,David,24.31,0.0,withdrawal
2016-06-29,David,33.91,0.0,deposit
2016-06-29,Bob,26.73,0.0,withdrawal
2016-06-29,Eve,121.02,0.0,withdrawal
2016-06-29,Alice,132.98,0.0,withdrawal
2016-06-29,Charlie,432.01,0.0,deposit
2016-06-29,Eve,289.87,0.0,withdrawal
2016-06-29,David,230.49,0.0,deposit
2016-06-29,David,209.97,0.0,withdrawal
2016-06-30,Eve,357.41,0.0,withdrawal
2016-06-30,David,277.83,0.0,deposit
2016-06-30,Alice,425.39,0.0,withdrawal
2016-06-30,Charlie,333.19,0.0,withdrawal
2016-06-30,David,46.0,0.0,withdrawal
2016-07-01,David,184.24,0.0,deposit
2016-07-01,David,121.71,0.0,deposit
2016-07-01,Eve,28.83,0.0,deposit
2016-07-01,Charlie,54.2,0.0,withdrawal
2016-07-01,Charlie,169.42,0.0,deposit
2016-07-01,Bob,101.04,0.0,deposit
2016-07-01,Bob,62.33,0.0,deposit
2016-07-01,Alice,41.52,0.0,deposit
2016-07-01,Alice,42.43,0.0,withdrawal
2016-07-01,Bob,122.5,0.0,withdrawal
2016-07-01,Eve,44.71,0.0,withdrawal
2016-07-01,Eve,4.57,0.0,deposit
2016-07-02,Charlie,30.52,0.0,deposit
2016-07-02,David,7.54,0.0,deposit
2016-07-02,Bob,330.29,0.0,deposit
2016-07-02,David,132.43,0.0,deposit
2016-07-02,Bob,5.34,0.0,deposit
2016-07-02,Eve,266.37,0.0,withdrawal
2016-07-02,Charlie,58.56,0.0,deposit
2016-07-02,Eve,724.45,0.0,withdrawal
2016-07-02,Eve,53.62,0.0,deposit
2016-07-03,Bob,274.32,0.0,withdrawal
2016-07-03,David,8.65,0.0,withdrawal
2016-07-03,Bob,76.14,0.0,deposit
2016-07-03,Charlie,20.67,0.0,withdrawal
2016-07-03,Alice,53.24,0.0,withdrawal
2016-07-03,Eve,38.0,0.0,withdrawal
2016-07-04,David,95.28,0.0,withdrawal
2016-07-04,David,54.71,0.0,withdrawal
2016-07-04,Alice,735.95,0.0,withdrawal
2016-07-04,Alice,17.06,0.0,withdrawal
2016-07-04,Bob,122.12,0.0,withdrawal
2016-07-04,Charlie,171.66,0.0,deposit
2016-07-04,David,406.75,0.0,withdrawal
2016-07-04,Eve,145.1,0.0,deposit
2016-07-04,Alice,128.52,0.0,deposit
2016-07-04,David,146.9,0.0,withdrawal
2016-07-04,Bob,166.17,0.0,withdrawal
2016-07-04,David,15.33,0.0,withdrawal
2016-07-04,Alice,270.99,0.0,deposit
2016-07-05,Eve,715.98,0.0,deposit
2016-07-05,David,81.84,0.0,deposit
2016-07-05,Alice,43.03,0.0,deposit
2016-07-05,Bob,7.0,0.0,deposit
2016-07-05,David,81.97,0.0,withdrawal
2016-07-05,David,190.54,0.0,deposit
2016-07-05,Charlie,153.62,0.0,withdrawal
2016-07-05,Eve,87.44,0.0,deposit
2016-07-05,Alice,121.07,0.0,deposit
2016-07-05,Charlie,230.36,0.0,withdrawal
2016-07-05,Charlie,52.91,0.0,deposit
2016-07-06,Eve,162.24,0.0,deposit
2016-07-06,Alice,791.49,0.0,withdrawal
2016-07-06,Charlie,176.13,0.0,withdrawal
2016-07-06,Charlie,241.33,0.0,deposit
2016-07-06,Alice,149.77,0.0,deposit
2016-07-06,Eve,223.93,0.0,withdrawal
2016-07-07,Charlie,83.49,0.0,withdrawal
2016-07-07,Eve,24.11,0.0,deposit
2016-07-07,Eve,153.22,0.0,withdrawal
2016-07-07,Eve,109.6,0.0,deposit
2016-07-07,Charlie,130.83,0.0,withdrawal
2016-07-07,Charlie,21.8,0.0,withdrawal
2016-07-07,David,283.54,0.0,deposit
2016-07-07,Eve,196.76,0.0,deposit
2016-07-07,David,71.36,0.0,deposit
2016-07-08,Bob,28.63,0.0,withdrawal
2016-07-08,David,60.28,0.0,withdrawal
2016-07-08,Bob,6.24,0.0,deposit
2016-07-08,Charlie,109.72,0.0,withdrawal
2016-07-08,Charlie,565.28,0.0,deposit
2016-07-08,Eve,129.37,0.0,withdrawal
2016-07-08,Eve,68.19,0.0,deposit
2016-07-08,Eve,209.89,0.0,withdrawal
2016-07-08,Alice,264.91,0.0,withdrawal
2016-07-09,Alice,266.77,0.0,deposit
