Unnamed: 0,date,sender,transaction_amount,balance,transaction_type,adjusted_balance
4242,16-06-2015,Bob,438.55,0,withdrawal,-438.55
4244,16-06-2015,David,6.99,0,deposit,6.99
4243,16-06-2015,David,21.04,0,withdrawal,-21.04
4246,16-06-2015,Eve,117.87,0,deposit,117.87
4248,16-06-2015,Charlie,4.04,0,deposit,4.04
4249,16-06-2015,Eve,479.34,0,withdrawal,-479.34
4255,17-06-2015,David,157.7,0,deposit,157.7
4254,17-06-2015,David,390.46,0,deposit,390.46
4250,17-06-2015,David,267.67,0,deposit,267.67
4253,17-06-2015,Alice,262.07,0,withdrawal,-262.07
4251,17-06-2015,Alice,279.94,0,withdrawal,-279.94
4252,17-06-2015,Charlie,185.91,0,deposit,185.91
4256,17-06-2015,Eve,588.72,0,deposit,588.72
4257,17-06-2015,Alice,236.99,0,deposit,236.99
4258,17-06-2015,Bob,127.73,0,withdrawal,-127.73
4261,18-06-2015,Bob,277.39,0,deposit,277.39
4259,18-06-2015,Bob,199.1,0,deposit,199.1
4260,18-06-2015,Charlie,109.47,0,deposit,109.47
4265,19-06-2015,David,582.65,0,deposit,582.65
4262,19-06-2015,Charlie,340.14,0,withdrawal,-340.14
4267,19-06-2015,Alice,44.84,0,deposit,44.84
4266,19-06-2015,David,243.65,0,withdrawal,-243.65
4263,19-06-2015,David,303.72,0,withdrawal,-303.72
4264,19-06-2015,Eve,148.55,0,withdrawal,-148.55
4272,20-06-2015,Eve,210.44,0,deposit,210.44
4275,20-06-2015,Bob,45.08,0,deposit,45.08
4277,20-06-2015,Eve,334.8,0,deposit,334.8
4276,20-06-2015,Bob,192.72,0,withdrawal,-192.72
4274,20-06-2015,Bob,163.67,0,deposit,163.67
4273,20-06-2015,Eve,312.07,0,deposit,312.07
4271,20-06-2015,Charlie,305.85,0,deposit,305.85
4270,20-06-2015,Alice,159.99,0,withdrawal,-159.99
4269,20-06-2015,Alice,423.4,0,withdrawal,-423.4
4268,20-06-2015,Eve,127.82,0,deposit,127.82
4281,21-06-2015,David,318.9,0,withdrawal,-318.9
4283,21-06-2015,Alice,635.72,0,deposit,635.72
4278,21-06-2015,David,83.12,0,deposit,83.12
4279,21-06-2015,David,135.88,0,deposit,135.88
4280,21-06-2015,David,86.44,0,withdrawal,-86.44
4282,21-06-2015,David,10.36,0,deposit,10.36
4284,21-06-2015,Alice,198.64,0,withdrawal,-198.64
4290,22-06-2015,Charlie,346.16,0,deposit,346.16
4289,22-06-2015,Eve,29.49,0,withdrawal,-29.49
4288,22-06-2015,Eve,231.33,0,deposit,231.33
4285,22-06-2015,Eve,380.34,0,deposit,380.34
4286,22-06-2015,Eve,79.48,0,deposit,79.48
4287,22-06-2015,David,169.78,0,withdrawal,-169.78
4293,23-06-2015,Alice,973.56,0,deposit,973.56
4292,23-06-2015,Bob,196.21,0,deposit,196.21
4291,23-06-2015,Bob,308.15,0,withdrawal,-308.15
4296,24-06-2015,David,6.4,0,withdrawal,-6.4
4295,24-06-2015,Bob,204.27,0,deposit,204.27
4302,24-06-2015,Eve,415.39,0,withdrawal,-415.39
4298,24-06-2015,Charlie,407.51,0,withdrawal,-407.51
4299,24-06-2015,Charlie,283.49,0,deposit,283.49
4297,24-06-2015,Alice,104.87,0,deposit,104.87
4294,24-06-2015,Eve,14.25,0,deposit,14.25
4300,24-06-2015,Bob,276.94,0,withdrawal,-276.94
4301,24-06-2015,Charlie,27.92,0,deposit,27.92
4303,25-06-2015,Charlie,210.04,0,withdrawal,-210.04
4304,25-06-2015,Eve,134.52,0,withdrawal,-134.52
4305,25-06-2015,Charlie,727.37,0,deposit,727.37
4306,25-06-2015,Charlie,5.33,0,deposit,5.33
4307,25-06-2015,Eve,135.5,0,deposit,135.5
4308,25-06-2015,David,381.88,0,withdrawal,-381.88
4309,25-06-2015,Bob,96.98,0,deposit,96.98
4310,25-06-2015,Bob,308.2,0,withdrawal,-308.2
4311,25-06-2015,Eve,131.36,0,deposit,131.36
4318,26-06-2015,Bob,21.51,0,withdrawal,-21.51
4321,26-06-2015,Eve,70.57,0,withdrawal,-70.57
4319,26-06-2015,Alice,387.85,0,deposit,387.85
4312,26-06-2015,Charlie,936.72,0,deposit,936.72
4316,26-06-2015,Alice,173.19,0,withdrawal,-173.19
4315,26-06-2015,Eve,138.5,0,withdrawal,-138.5
4314,26-06-2015,Charlie,418.45,0,deposit,418.45
4313,26-06-2015,David,25.14,0,deposit,25.14
4323,26-06-2015,Charlie,303.13,0,deposit,303.13
4320,26-06-2015,Bob,132.44,0,deposit,132.44
4317,26-06-2015,Eve,44.45,0,deposit,44.45
4324,26-06-2015,Alice,78.83,0,withdrawal,-78.83
4322,26-06-2015,Alice,385.7,0,withdrawal,-385.7
4328,27-06-2015,Eve,120.14,0,withdrawal,-120.14
4327,27-06-2015,David,522.3,0,deposit,522.3
4329,27-06-2015,David,5.06,0,deposit,5.06
4325,27-06-2015,David,158.69,0,deposit,158.69
4326,27-06-2015,Eve,149.99,0,withdrawal,-149.99
4331,28-06-2015,Eve,98.18,0,deposit,98.18
4330,28-06-2015,Charlie,169.08,0,deposit,169.08
4334,29-06-2015,Alice,33.96,0,deposit,33.96
4333,29-06-2015,David,187.56,0,withdrawal,-187.56
4335,29-06-2015,Eve,37.7,0,withdrawal,-37.7
4336,29-06-2015,Charlie,29.78,0,deposit,29.78
4337,29-06-2015,David,49.11,0,withdrawal,-49.11
4338,29-06-2015,Charlie,79.6,0,withdrawal,-79.6
4332,29-06-2015,Bob,269.89,0,deposit,269.89
4351,30-06-2015,Bob,33.45,0,withdrawal,-33.45
4350,30-06-2015,Eve,269.16,0,deposit,269.16
4349,30-06-2015,Alice,12.57,0,deposit,12.57
4348,30-06-2015,David,343.45,0,withdrawal,-343.45
4347,30-06-2015,David,60.89,0,deposit,60.89
4343,30-06-2015,Alice,70.17,0,withdrawal,-70.17
4344,30-06-2015,David,67.74,0,deposit,67.74
4342,30-06-2015,David,195.54,0,deposit,195.54
4341,30-06-2015,David,310.71,0,deposit,310.71
4340,30-06-2015,Bob,1119.27,0,withdrawal,-1119.27
4339,30-06-2015,Bob,20.16,0,withdrawal,-20.16
4345,30-06-2015,Charlie,190.09,0,deposit,190.09
4346,30-06-2015,Eve,160.94,0,withdrawal,-160.94
,01-07-2015,job,10000,10000,deposit,10000
,01-07-2015,dep,50000,-40000,withdrawal,-40000
4356,01-07-2015,Alice,114.6,0,withdrawal,-114.6
4361,01-07-2015,Charlie,46.9,0,deposit,46.9
4359,01-07-2015,David,164.89,0,deposit,164.89
4357,01-07-2015,Charlie,66.98,0,withdrawal,-66.98
4360,01-07-2015,Eve,558.29,0,deposit,558.29
4358,01-07-2015,David,88.25,0,withdrawal,-88.25
4352,01-07-2015,Alice,583.82,0,withdrawal,-583.82
4353,01-07-2015,David,45.59,0,deposit,45.59
4354,01-07-2015,Charlie,40.22,0,deposit,40.22
4355,01-07-2015,Alice,162.87,0,deposit,162.87
4366,02-07-2015,Eve,481.13,0,deposit,481.13
4365,02-07-2015,Eve,57,0,deposit,57
4364,02-07-2015,Charlie,60.75,0,deposit,60.75
4363,02-07-2015,David,403.09,0,deposit,403.09
4362,02-07-2015,Bob,38.63,0,withdrawal,-38.63
4367,03-07-2015,Bob,13.78,0,deposit,13.78
4370,03-07-2015,Charlie,86.55,0,deposit,86.55
4372,03-07-2015,David,1.75,0,withdrawal,-1.75
4371,03-07-2015,Alice,255.44,0,deposit,255.44
4373,03-07-2015,Charlie,97.57,0,withdrawal,-97.57
4369,03-07-2015,Eve,297.56,0,withdrawal,-297.56
4374,03-07-2015,Alice,145.55,0,withdrawal,-145.55
4368,03-07-2015,Charlie,168.93,0,withdrawal,-168.93
4375,04-07-2015,Eve,401.89,0,deposit,401.89
4379,04-07-2015,Eve,350.93,0,withdrawal,-350.93
4377,04-07-2015,Bob,710.51,0,deposit,710.51
4378,04-07-2015,Alice,56.43,0,deposit,56.43
4376,04-07-2015,Charlie,46.41,0,deposit,46.41
4384,05-07-2015,Charlie,124.26,0,deposit,124.26
4383,05-07-2015,Eve,310.94,0,deposit,310.94
4380,05-07-2015,Alice,199.91,0,withdrawal,-199.91
4381,05-07-2015,Alice,150.39,0,deposit,150.39
4382,05-07-2015,David,242.98,0,deposit,242.98
4385,05-07-2015,Charlie,102.73,0,deposit,102.73
4393,06-07-2015,Alice,11.4,0,withdrawal,-11.4
4391,06-07-2015,David,41.93,0,deposit,41.93
4390,06-07-2015,Bob,162.91,0,deposit,162.91
4387,06-07-2015,Bob,106.87,0,withdrawal,-106.87
4388,06-07-2015,Alice,472.96,0,withdrawal,-472.96
4386,06-07-2015,Alice,125.42,0,withdrawal,-125.42
4389,06-07-2015,Bob,87.99,0,deposit,87.99
4392,06-07-2015,Bob,127.06,0,deposit,127.06
4404,07-07-2015,Charlie,113.8,0,withdrawal,-113.8
4400,07-07-2015,Eve,111.6,0,withdrawal,-111.6
4405,07-07-2015,Alice,534.11,0,deposit,534.11
4401,07-07-2015,David,410.58,0,withdrawal,-410.58
4403,07-07-2015,Charlie,224.68,0,deposit,224.68
4402,07-07-2015,Bob,46.33,0,deposit,46.33
4397,07-07-2015,Bob,125.32,0,withdrawal,-125.32
4396,07-07-2015,Alice,301.16,0,deposit,301.16
4395,07-07-2015,Eve,162.35,0,withdrawal,-162.35
4394,07-07-2015,David,65.89,0,withdrawal,-65.89
4399,07-07-2015,Charlie,216.5,0,withdrawal,-216.5
4398,07-07-2015,Eve,63.29,0,deposit,63.29
4406,08-07-2015,David,109.04,0,deposit,109.04
4407,08-07-2015,David,176.64,0,withdrawal,-176.64
4409,08-07-2015,Alice,298.2,0,deposit,298.2
4408,08-07-2015,Charlie,537.82,0,withdrawal,-537.82
4412,08-07-2015,David,141.7,0,withdrawal,-141.7
4413,08-07-2015,Eve,79.64,0,deposit,79.64
4414,08-07-2015,Bob,371.33,0,withdrawal,-371.33
4410,08-07-2015,Charlie,45.25,0,withdrawal,-45.25
4411,08-07-2015,Eve,27.01,0,withdrawal,-27.01
4417,09-07-2015,Charlie,75.24,0,withdrawal,-75.24
4421,09-07-2015,David,164.71,0,withdrawal,-164.71
4418,09-07-2015,Bob,380.05,0,withdrawal,-380.05
4420,09-07-2015,Charlie,21.74,0,withdrawal,-21.74
4419,09-07-2015,Bob,121.86,0,withdrawal,-121.86
4416,09-07-2015,Charlie,148.41,0,deposit,148.41
4415,09-07-2015,Alice,304.42,0,deposit,304.42
4426,10-07-2015,Bob,290.58,0,withdrawal,-290.58
4428,10-07-2015,Eve,136.9,0,withdrawal,-136.9
4427,10-07-2015,Bob,150.88,0,withdrawal,-150.88
4430,10-07-2015,David,249.14,0,deposit,249.14
4431,10-07-2015,Bob,10.83,0,withdrawal,-10.83
4425,10-07-2015,Eve,98.66,0,withdrawal,-98.66
4424,10-07-2015,David,510.48,0,deposit,510.48
4423,10-07-2015,Alice,86.3,0,withdrawal,-86.3
4422,10-07-2015,Bob,759.73,0,withdrawal,-759.73
4429,10-07-2015,Bob,900.57,0,deposit,900.57
4442,11-07-2015,Alice,12.6,0,withdrawal,-12.6
4432,11-07-2015,Charlie,58.35,0,deposit,58.35
4433,11-07-2015,David,27.13,0,withdrawal,-27.13
4434,11-07-2015,David,81.29,0,deposit,81.29
4435,11-07-2015,Charlie,128.63,0,deposit,128.63
4436,11-07-2015,David,54.2,0,withdrawal,-54.2
4437,11-07-2015,David,2.5,0,withdrawal,-2.5
4438,11-07-2015,Bob,126.45,0,withdrawal,-126.45
4439,11-07-2015,Alice,153.84,0,withdrawal,-153.84
4441,11-07-2015,David,351.14,0,deposit,351.14
4440,11-07-2015,Bob,196.4,0,withdrawal,-196.4
4444,12-07-2015,David,32.97,0,withdrawal,-32.97
4449,12-07-2015,Charlie,18.83,0,deposit,18.83
4448,12-07-2015,Eve,137.6,0,deposit,137.6
4447,12-07-2015,Charlie,510.82,0,deposit,510.82
4446,12-07-2015,Charlie,805.83,0,deposit,805.83
4445,12-07-2015,David,45.9,0,withdrawal,-45.9
4443,12-07-2015,David,87.23,0,withdrawal,-87.23
4451,13-07-2015,Bob,188.35,0,withdrawal,-188.35
4459,13-07-2015,David,390.53,0,withdrawal,-390.53
4458,13-07-2015,David,124.68,0,deposit,124.68
4457,13-07-2015,David,330.12,0,deposit,330.12
4455,13-07-2015,Eve,511.92,0,deposit,511.92
4456,13-07-2015,Charlie,297.98,0,withdrawal,-297.98
4453,13-07-2015,Eve,115.53,0,withdrawal,-115.53
4454,13-07-2015,Eve,3.84,0,deposit,3.84
4450,13-07-2015,Alice,139.23,0,withdrawal,-139.23
4452,13-07-2015,Bob,53.99,0,deposit,53.99
4474,14-07-2015,Alice,160.74,0,withdrawal,-160.74
4473,14-07-2015,Bob,54.93,0,withdrawal,-54.93
4472,14-07-2015,David,28.22,0,deposit,28.22
4471,14-07-2015,Eve,48.67,0,withdrawal,-48.67
4470,14-07-2015,Alice,60.15,0,withdrawal,-60.15
4469,14-07-2015,Bob,403.92,0,deposit,403.92
4466,14-07-2015,David,4.23,0,deposit,4.23
4460,14-07-2015,Eve,344.29,0,withdrawal,-344.29
4461,14-07-2015,Eve,356.79,0,deposit,356.79
4462,14-07-2015,Charlie,337.32,0,deposit,337.32
4463,14-07-2015,Charlie,13.58,0,withdrawal,-13.58
4464,14-07-2015,David,197.42,0,deposit,197.42
4465,14-07-2015,David,160.8,0,withdrawal,-160.8
4467,14-07-2015,Bob,429.7,0,withdrawal,-429.7
4468,14-07-2015,Charlie,247.76,0,deposit,247.76
4480,15-07-2015,Bob,64.32,0,withdrawal,-64.32
4484,15-07-2015,David,150.19,0,withdrawal,-150.19
4483,15-07-2015,Bob,100.19,0,withdrawal,-100.19
4482,15-07-2015,Eve,15.17,0,withdrawal,-15.17
4481,15-07-2015,David,43.11,0,withdrawal,-43.11
4485,15-07-2015,Bob,51.13,0,deposit,51.13
4478,15-07-2015,Charlie,33.54,0,deposit,33.54
4477,15-07-2015,Charlie,435.73,0,withdrawal,-435.73
4476,15-07-2015,Alice,157.67,0,withdrawal,-157.67
4475,15-07-2015,Eve,289.2,0,withdrawal,-289.2
4479,15-07-2015,David,12.95,0,deposit,12.95
4493,16-07-2015,Eve,45.77,0,deposit,45.77
4487,16-07-2015,David,56.86,0,deposit,56.86
4488,16-07-2015,Bob,241.21,0,deposit,241.21
4489,16-07-2015,David,146.69,0,withdrawal,-146.69
4490,16-07-2015,Bob,59.89,0,deposit,59.89
4491,16-07-2015,Alice,114.48,0,withdrawal,-114.48
4498,16-07-2015,Charlie,195.64,0,deposit,195.64
4495,16-07-2015,Eve,314.99,0,deposit,314.99
4496,16-07-2015,Alice,93.44,0,deposit,93.44
4497,16-07-2015,David,28.91,0,withdrawal,-28.91
4486,16-07-2015,David,187.69,0,deposit,187.69
4494,16-07-2015,Eve,70.57,0,deposit,70.57
4492,16-07-2015,Bob,4.53,0,deposit,4.53
4506,17-07-2015,Charlie,263.65,0,withdrawal,-263.65
4503,17-07-2015,Bob,322.34,0,deposit,322.34
4499,17-07-2015,Charlie,267.2,0,withdrawal,-267.2
4502,17-07-2015,Charlie,176.57,0,deposit,176.57
4505,17-07-2015,Eve,37.83,0,deposit,37.83
4504,17-07-2015,David,184.59,0,withdrawal,-184.59
4507,17-07-2015,Bob,863.41,0,deposit,863.41
4508,17-07-2015,Eve,60.26,0,withdrawal,-60.26
4501,17-07-2015,Bob,301.04,0,withdrawal,-301.04
4500,17-07-2015,David,76.49,0,withdrawal,-76.49
4512,18-07-2015,Charlie,23.99,0,deposit,23.99
4509,18-07-2015,Alice,79.58,0,deposit,79.58
4513,18-07-2015,Bob,123.65,0,deposit,123.65
4511,18-07-2015,David,65.33,0,deposit,65.33
4510,18-07-2015,Alice,154.82,0,deposit,154.82
4521,19-07-2015,Charlie,160.55,0,deposit,160.55
4519,19-07-2015,Bob,286.06,0,deposit,286.06
4518,19-07-2015,David,277.01,0,withdrawal,-277.01
4520,19-07-2015,Alice,0.39,0,deposit,0.39
4516,19-07-2015,Bob,275.36,0,withdrawal,-275.36
4514,19-07-2015,Bob,13.37,0,deposit,13.37
4515,19-07-2015,Charlie,195.91,0,withdrawal,-195.91
4517,19-07-2015,Alice,239.11,0,withdrawal,-239.11
4526,20-07-2015,Bob,329.83,0,withdrawal,-329.83
4522,20-07-2015,Eve,423.4,0,deposit,423.4
4523,20-07-2015,Eve,27.55,0,deposit,27.55
4524,20-07-2015,Eve,25.78,0,withdrawal,-25.78
4525,20-07-2015,Bob,493.11,0,withdrawal,-493.11
4527,20-07-2015,Alice,849.01,0,withdrawal,-849.01
4528,20-07-2015,Bob,463.46,0,withdrawal,-463.46
4529,20-07-2015,David,97.96,0,deposit,97.96
4530,20-07-2015,Charlie,188.65,0,deposit,188.65
4533,20-07-2015,Eve,5.71,0,withdrawal,-5.71
4531,20-07-2015,Alice,206.53,0,deposit,206.53
4532,20-07-2015,Eve,426.17,0,withdrawal,-426.17
4537,21-07-2015,Alice,99.43,0,withdrawal,-99.43
4539,21-07-2015,Charlie,339.49,0,withdrawal,-339.49
4541,21-07-2015,Eve,162.83,0,deposit,162.83
4540,21-07-2015,David,19.57,0,withdrawal,-19.57
4538,21-07-2015,Eve,11.85,0,deposit,11.85
4534,21-07-2015,Bob,161.24,0,withdrawal,-161.24
4536,21-07-2015,Eve,421.98,0,deposit,421.98
4535,21-07-2015,Alice,283.05,0,deposit,283.05
4551,22-07-2015,David,112.08,0,withdrawal,-112.08
4548,22-07-2015,Alice,147.34,0,withdrawal,-147.34
4547,22-07-2015,David,1.27,0,deposit,1.27
4545,22-07-2015,Bob,20.31,0,deposit,20.31
4542,22-07-2015,Charlie,96.05,0,deposit,96.05
4543,22-07-2015,Alice,58.85,0,withdrawal,-58.85
4549,22-07-2015,Alice,753.46,0,withdrawal,-753.46
4546,22-07-2015,Charlie,131.4,0,withdrawal,-131.4
4544,22-07-2015,Eve,24.76,0,deposit,24.76
4550,22-07-2015,David,235.28,0,deposit,235.28
4553,23-07-2015,David,20.4,0,withdrawal,-20.4
4560,23-07-2015,Bob,22.86,0,deposit,22.86
4558,23-07-2015,Charlie,74.71,0,withdrawal,-74.71
4557,23-07-2015,Bob,64.74,0,deposit,64.74
4555,23-07-2015,David,101.28,0,withdrawal,-101.28
4556,23-07-2015,Eve,90.9,0,withdrawal,-90.9
4552,23-07-2015,David,147.12,0,deposit,147.12
4554,23-07-2015,David,161.64,0,withdrawal,-161.64
4559,23-07-2015,Bob,37.22,0,withdrawal,-37.22
4566,24-07-2015,David,125.65,0,deposit,125.65
4567,24-07-2015,David,282.05,0,deposit,282.05
4569,24-07-2015,David,9.74,0,deposit,9.74
4568,24-07-2015,David,412.36,0,withdrawal,-412.36
4562,24-07-2015,Eve,51.95,0,withdrawal,-51.95
4564,24-07-2015,Eve,1222.84,0,withdrawal,-1222.84
4561,24-07-2015,David,19.61,0,withdrawal,-19.61
4565,24-07-2015,David,1.65,0,withdrawal,-1.65
4563,24-07-2015,Bob,3.7,0,deposit,3.7
4572,25-07-2015,Eve,726.01,0,withdrawal,-726.01
4576,25-07-2015,Alice,77.51,0,withdrawal,-77.51
4575,25-07-2015,Alice,89.79,0,withdrawal,-89.79
4574,25-07-2015,Eve,165.15,0,withdrawal,-165.15
4570,25-07-2015,Charlie,126.02,0,withdrawal,-126.02
4571,25-07-2015,Alice,169.63,0,withdrawal,-169.63
4573,25-07-2015,David,438.68,0,withdrawal,-438.68
4577,26-07-2015,David,189.95,0,deposit,189.95
4579,26-07-2015,Bob,131.43,0,deposit,131.43
4581,26-07-2015,David,170.02,0,withdrawal,-170.02
4580,26-07-2015,David,255.56,0,withdrawal,-255.56
4578,26-07-2015,Alice,72.6,0,withdrawal,-72.6
4585,27-07-2015,Alice,66.32,0,deposit,66.32
4582,27-07-2015,Alice,163.26,0,deposit,163.26
4583,27-07-2015,Bob,111.5,0,withdrawal,-111.5
4584,27-07-2015,Charlie,275.95,0,withdrawal,-275.95
4587,27-07-2015,Bob,563.82,0,withdrawal,-563.82
4588,27-07-2015,Bob,256.62,0,deposit,256.62
4586,27-07-2015,Bob,132.69,0,deposit,132.69
4594,28-07-2015,Alice,104,0,deposit,104
4592,28-07-2015,David,158.01,0,withdrawal,-158.01
4593,28-07-2015,Eve,98.2,0,deposit,98.2
4590,28-07-2015,Eve,23.88,0,withdrawal,-23.88
4589,28-07-2015,Eve,393.86,0,deposit,393.86
4591,28-07-2015,Alice,81.57,0,deposit,81.57
4600,29-07-2015,David,175.79,0,withdrawal,-175.79
4595,29-07-2015,Bob,367.39,0,deposit,367.39
4610,29-07-2015,Bob,88.08,0,deposit,88.08
4608,29-07-2015,David,529.59,0,deposit,529.59
4607,29-07-2015,David,123.68,0,withdrawal,-123.68
4605,29-07-2015,Bob,175.72,0,deposit,175.72
4604,29-07-2015,Charlie,11.5,0,deposit,11.5
4603,29-07-2015,Charlie,57.69,0,withdrawal,-57.69
4599,29-07-2015,Charlie,215.78,0,deposit,215.78
4606,29-07-2015,Alice,40.04,0,withdrawal,-40.04
4601,29-07-2015,Charlie,20.46,0,deposit,20.46
4602,29-07-2015,Alice,205.21,0,withdrawal,-205.21
4609,29-07-2015,Alice,75.45,0,withdrawal,-75.45
4596,29-07-2015,David,14.98,0,withdrawal,-14.98
4597,29-07-2015,Alice,135.05,0,deposit,135.05
4598,29-07-2015,Charlie,155.23,0,deposit,155.23
4613,30-07-2015,Bob,143.88,0,withdrawal,-143.88
4614,30-07-2015,David,56.1,0,withdrawal,-56.1
4615,30-07-2015,David,510.12,0,deposit,510.12
4616,30-07-2015,Bob,138.21,0,deposit,138.21
4617,30-07-2015,Eve,767.18,0,withdrawal,-767.18
4618,30-07-2015,Charlie,264.97,0,deposit,264.97
4619,30-07-2015,Charlie,28.29,0,deposit,28.29
4612,30-07-2015,Eve,29.2,0,withdrawal,-29.2
4611,30-07-2015,Eve,143.93,0,deposit,143.93
4623,31-07-2015,Alice,332.88,0,deposit,332.88
4620,31-07-2015,Eve,234.04,0,withdrawal,-234.04
4621,31-07-2015,Bob,28.78,0,withdrawal,-28.78
4622,31-07-2015,David,98.49,0,deposit,98.49
4624,01-08-2015,Charlie,104.54,0,withdrawal,-104.54
4625,01-08-2015,Eve,594.72,0,withdrawal,-594.72
4626,01-08-2015,Charlie,43.04,0,deposit,43.04
4627,01-08-2015,Alice,196.97,0,withdrawal,-196.97
4628,01-08-2015,Alice,402.07,0,deposit,402.07
,01-08-2015,job,10000,10000,deposit,10000
4638,02-08-2015,Bob,103.11,0,withdrawal,-103.11
4637,02-08-2015,Bob,614.38,0,deposit,614.38
4636,02-08-2015,Charlie,15.94,0,deposit,15.94
4639,02-08-2015,Charlie,300.46,0,deposit,300.46
4635,02-08-2015,Charlie,176.83,0,withdrawal,-176.83
4632,02-08-2015,Bob,76.91,0,deposit,76.91
4631,02-08-2015,David,50.51,0,withdrawal,-50.51
4630,02-08-2015,Bob,50.69,0,withdrawal,-50.69
4629,02-08-2015,Charlie,45.08,0,deposit,45.08
4633,02-08-2015,Bob,16.65,0,withdrawal,-16.65
4634,02-08-2015,Alice,11.92,0,withdrawal,-11.92
4651,03-08-2015,Eve,1080.76,0,deposit,1080.76
4652,03-08-2015,Eve,17.75,0,deposit,17.75
4650,03-08-2015,David,238.02,0,deposit,238.02
4646,03-08-2015,Alice,42.33,0,withdrawal,-42.33
4653,03-08-2015,Bob,122.69,0,withdrawal,-122.69
4647,03-08-2015,Bob,366.86,0,deposit,366.86
4648,03-08-2015,David,235.47,0,deposit,235.47
4645,03-08-2015,Charlie,34.45,0,withdrawal,-34.45
4644,03-08-2015,Alice,189.23,0,withdrawal,-189.23
4643,03-08-2015,Charlie,75.9,0,withdrawal,-75.9
4642,03-08-2015,Bob,343.91,0,deposit,343.91
4641,03-08-2015,Bob,243.9,0,withdrawal,-243.9
4640,03-08-2015,David,252.25,0,withdrawal,-252.25
4649,03-08-2015,Charlie,6.15,0,deposit,6.15
4654,03-08-2015,David,313.88,0,deposit,313.88
4663,04-08-2015,David,148.15,0,withdrawal,-148.15
4661,04-08-2015,Charlie,130.21,0,deposit,130.21
4664,04-08-2015,Alice,52.77,0,deposit,52.77
4662,04-08-2015,Eve,23.88,0,withdrawal,-23.88
4660,04-08-2015,David,117.87,0,deposit,117.87
4658,04-08-2015,David,185.83,0,deposit,185.83
4657,04-08-2015,David,107.21,0,deposit,107.21
4656,04-08-2015,Alice,106.87,0,deposit,106.87
4655,04-08-2015,Charlie,56.84,0,withdrawal,-56.84
4659,04-08-2015,Eve,44.56,0,deposit,44.56
4671,05-08-2015,Eve,309.64,0,deposit,309.64
4670,05-08-2015,Charlie,241.05,0,deposit,241.05
4672,05-08-2015,Alice,40.11,0,withdrawal,-40.11
4673,05-08-2015,David,112.1,0,withdrawal,-112.1
4667,05-08-2015,Alice,458.22,0,withdrawal,-458.22
4666,05-08-2015,David,39.27,0,withdrawal,-39.27
4665,05-08-2015,Eve,250.84,0,deposit,250.84
4668,05-08-2015,Eve,30.68,0,deposit,30.68
4674,05-08-2015,Alice,110.44,0,deposit,110.44
4669,05-08-2015,Bob,184.59,0,withdrawal,-184.59
4677,06-08-2015,Bob,66.02,0,deposit,66.02
4680,06-08-2015,Eve,258.8,0,deposit,258.8
4681,06-08-2015,David,18.35,0,withdrawal,-18.35
4679,06-08-2015,Eve,14.76,0,deposit,14.76
4682,06-08-2015,Charlie,242.29,0,withdrawal,-242.29
4678,06-08-2015,Charlie,92.69,0,deposit,92.69
4675,06-08-2015,Alice,166.79,0,withdrawal,-166.79
4676,06-08-2015,Charlie,34.98,0,withdrawal,-34.98
4685,07-08-2015,Bob,127.89,0,withdrawal,-127.89
4689,07-08-2015,Alice,47.98,0,deposit,47.98
4686,07-08-2015,Alice,34.13,0,deposit,34.13
4691,07-08-2015,Alice,22.67,0,withdrawal,-22.67
4690,07-08-2015,Alice,125.96,0,withdrawal,-125.96
4688,07-08-2015,Bob,21.98,0,withdrawal,-21.98
4683,07-08-2015,Eve,204.06,0,deposit,204.06
4684,07-08-2015,Eve,41.63,0,withdrawal,-41.63
4687,07-08-2015,Charlie,290,0,deposit,290
4696,08-08-2015,Eve,3.15,0,deposit,3.15
4692,08-08-2015,Eve,17.66,0,deposit,17.66
4693,08-08-2015,Alice,87.93,0,withdrawal,-87.93
4694,08-08-2015,Charlie,273.22,0,withdrawal,-273.22
4695,08-08-2015,Eve,55.82,0,deposit,55.82
4699,08-08-2015,David,420.86,0,deposit,420.86
4698,08-08-2015,Bob,12.28,0,deposit,12.28
4700,08-08-2015,Charlie,216.28,0,withdrawal,-216.28
4701,08-08-2015,Alice,191.4,0,deposit,191.4
4697,08-08-2015,Bob,89.99,0,withdrawal,-89.99
4707,09-08-2015,David,197.02,0,deposit,197.02
4708,09-08-2015,Eve,460.87,0,deposit,460.87
4711,09-08-2015,Bob,150.1,0,deposit,150.1
4710,09-08-2015,Alice,57.55,0,withdrawal,-57.55
4709,09-08-2015,Alice,241.9,0,withdrawal,-241.9
4702,09-08-2015,Bob,144.48,0,withdrawal,-144.48
4705,09-08-2015,Charlie,340.14,0,withdrawal,-340.14
4706,09-08-2015,Alice,182.83,0,withdrawal,-182.83
4703,09-08-2015,Eve,102.68,0,withdrawal,-102.68
4704,09-08-2015,Charlie,55.34,0,withdrawal,-55.34
4715,10-08-2015,Bob,54.58,0,withdrawal,-54.58
4716,10-08-2015,Eve,77.16,0,deposit,77.16
4718,10-08-2015,Charlie,450.82,0,deposit,450.82
4719,10-08-2015,Bob,357.51,0,withdrawal,-357.51
4717,10-08-2015,Eve,257.21,0,deposit,257.21
4712,10-08-2015,Charlie,201.12,0,deposit,201.12
4714,10-08-2015,Bob,626.8,0,withdrawal,-626.8
4713,10-08-2015,Alice,171,0,deposit,171
